"","CellSubset","160406_eha001_1758_1_patients_acute","160406_eha001_1758_1_patients_conv","160406_eha001_1760_1_patients_acute","160406_eha001_1760_1_patients_conv","160406_eha001_1773_1_patients_acute","160406_eha001_1773_1_patients_conv","160406_eha001_1785_1_patients_acute","160406_eha001_1785_1_patients_conv","160406_eha001_1790_1_patients_acute","160406_eha001_1790_1_patients_conv","160406_eha001_1793_1_patients_acute","160406_eha001_1793_1_patients_conv","160406_eha001_1794_1_patients_acute","160406_eha001_1794_1_patients_conv","160406_eha001_1800_1_patients_acute","160406_eha001_1800_1_patients_conv","160406_eha001_1802_1_patients_acute","160406_eha001_1802_1_patients_conv","160406_eha001_1822_1_patients_acute","160406_eha001_1822_1_patients_conv","160406_eha001_1823_1_patients_acute","160406_eha001_1823_1_patients_conv","160406_eha001_1824_1_patients_acute","160406_eha001_1824_1_patients_conv","160406_eha001_1857_1_patients_acute","160406_eha001_1857_1_patients_conv","160407_eha001_1828_1_patients_acute","160407_eha001_1828_1_patients_conv","160407_eha001_1829_1_patients_acute","160407_eha001_1829_1_patients_conv","160407_eha001_1838_1_patients_acute","160407_eha001_1838_1_patients_conv","160407_eha001_1839_1_patients_acute","160407_eha001_1839_1_patients_conv","160407_eha001_1842_1_patients_acute","160407_eha001_1842_1_patients_conv","160407_eha001_1844_1_patients_acute","160407_eha001_1844_1_patients_conv","160407_eha001_1847_1_patients_acute","160407_eha001_1847_1_patients_conv","160408_eha001_1862_1_patients_acute","160408_eha001_1862_1_patients_conv","160408_eha001_1863_1_patients_acute","160408_eha001_1863_1_patients_conv","160408_eha001_1864_1_patients_acute","160408_eha001_1864_1_patients_conv","160408_eha001_1878_1_patients_acute","160408_eha001_1878_1_patients_conv","160408_eha001_1879_1_patients_acute","160408_eha001_1879_1_patients_conv","160408_eha001_1880_1_patients_acute","160408_eha001_1880_1_patients_conv","160408_eha001_1882_1_patients_acute","160408_eha001_1882_1_patients_conv","160408_eha001_1885_1_patients_acute","160408_eha001_1885_1_patients_conv","160408_eha001_1886_1_patients_acute","160408_eha001_1886_1_patients_conv","160408_eha001_1889_1_patients_acute","160408_eha001_1889_1_patients_conv","160408_eha001_1890_1_patients_acute","160408_eha001_1890_1_patients_conv","160408_eha001_1891_1_patients_acute","160408_eha001_1891_1_patients_conv","160408_eha001_1897_1_patients_acute","160408_eha001_1897_1_patients_conv","160408_eha001_1910_1_patients_acute","160408_eha001_1910_1_patients_conv","160408_eha001_1912_1_patients_acute","160408_eha001_1912_1_patients_conv","160408_eha001_1914_1_patients_acute","160408_eha001_1914_1_patients_conv","160408_eha001_1918_1_patients_acute","160408_eha001_1918_1_patients_conv","160408_eha001_1920_1_patients_acute","160408_eha001_1920_1_patients_conv","160408_eha001_1924_1_patients_acute","160408_eha001_1924_1_patients_conv","160408_eha001_1937_1_patients_acute","160408_eha001_1937_1_patients_conv","160411_eha001_1925_1_patients_acute","160411_eha001_1925_1_patients_conv","160411_eha001_1938_1_patients_acute","160411_eha001_1938_1_patients_conv","160411_eha001_1948_1_patients_acute","160411_eha001_1948_1_patients_conv"
"28","CD4+ T Cell (Naive) CCR4lo CD127lo",0.0227121509108238,0.0170270217767158,0.0322611163670766,0.017124538408473,0.00433857236411264,0.00893043264037598,0.00465616045845272,0.00955609418583905,0.00616765560251662,0.0108141323613015,0.00411680879458934,0.0106361263013139,0.0125293192007363,0.0350195897672275,0.0273196144829383,0.0310497979362377,0.00487459435674605,0.0093521897810219,0.00461344890255837,0.0386240277544625,0.0249915569064505,0.0498759616591214,0.00598451067824454,0.0141605228014445,0.00192347583397763,0.0177495789762268,0.0238945133396929,0.0733681684063966,0.0584114072106173,0.0756779864803484,0.00999210301535883,0.0123228799744651,0.0172646841975915,0.0248180557107825,0.0152222680034794,0.018509761534824,0.0111713764223117,0.0153735577832419,0.00504271941055052,0.0194749292840142,0.00383640474070014,0.0200044309873717,0.0307516152776642,0.0224065186817648,0.0129667326622236,0.0186772455221374,0.00844747687203953,0.00827622421528076,0.00774488253881028,0.0296816728368548,0.0126846330516867,0.0262518325142827,0.0108906943129143,0.0248654487933795,0.0148206698942792,0.012630129724795,0.00709726588549109,0.00770231069320796,0.00462944325912805,0.0136619798485797,0.00884744774972848,0.0190977949617978,0.0177523333012605,0.0132650547951509,0.00579454725092793,0.0152664062468506,0.00552838049410454,0.0149145710738603,0.00636936336222768,0.0178517985262358,0.00712456669047329,0.0198084917023794,0.00741488515861601,0.0229861876912119,0.0110457000667597,0.0252758049300284,0.00304586197894004,0.032447662127147,0.0109555586130985,0.0188104738334548,0.0140957121292481,0.0108578503415903,0.015551651375294,0.0128294666347764,0.0228521964942653,0.0324616943142966
"29","CD4+ T Cell (Treg)",0.0290960096387275,0.0132534918507295,0.0215704824976348,0.0208230676923612,0.0110715455140799,0.0221768462544297,0.0103644340974212,0.0160747777424815,0.0148271542051572,0.0196593987225362,0.0121920875839761,0.0123228655228354,0.0128856031590511,0.0209552892371514,0.0167647824954415,0.0230294893055142,0.0195533799020956,0.0211433183604716,0.0267370334125542,0.0294051815790946,0.0195504521745656,0.0351313261967045,0.0198831781793528,0.023433610696252,0.0153500914593901,0.027650491520777,0.0307259131612149,0.0417089962722964,0.0400968625468737,0.0268148662730115,0.0293800061241922,0.0391459480409927,0.0326452035717211,0.0368490602010427,0.0335805521219613,0.032704519354185,0.0118962861322184,0.019773028182334,0.0207195673189977,0.0273603947073335,0.0103788449681441,0.0199128572483568,0.0240451459883864,0.0272259355381247,0.0261565488971306,0.0227290559689665,0.0152020383385489,0.0268644335447734,0.0205385355131199,0.0205422947645443,0.0265070903306012,0.0275717298447781,0.0251208692618252,0.028241285518625,0.0150182788262029,0.0219692842312959,0.013210123527357,0.0190700067163006,0.0107483595668451,0.019645421023004,0.0165823421896109,0.0222153310196487,0.0257865871259502,0.0150216392803687,0.00684931506849315,0.0245866944017802,0.0126047075265583,0.014291042906532,0.0138832217036057,0.0158943290004772,0.0147194592993886,0.0168704584690059,0.0196360452754674,0.0232264763809091,0.0187230685197548,0.0250998372298774,0.0102166913236446,0.0222691130756762,0.017783434232251,0.0169200464669933,0.0116886295948758,0.0262761759702144,0.0205062420405849,0.0153169098301842,0.0185962634350429,0.0158287957452197
"30","CD4- CD8- T Cell CD38hi",0.00120484094301282,0.00408920488761971,0.00158467360454115,0.00267244827566217,0.00143254747871644,0.00593151282002691,0.00322349570200573,0.0014099155356156,0.00259509616311246,0.00216951476440491,0.00161731774073153,0.00288643696931281,0.00216739407974823,0.0033533072136437,0.00168793956759573,0.00248078282480249,0.0241873384302294,0.00187306990454801,0.00216692296938348,0.00254602428515472,0.00285188937671207,0.00232149579621031,0.00183837909723852,0.0024931054374195,0.000924022704557883,0.00172326009477931,0.00320029541188417,0.00219371916347255,0.00188082615288766,0.0101744729740562,0.0019823043078857,0.00215450907971684,0.00123904317195052,0.00124912068478111,0.00181980497184453,0.00312858879956765,0.00964388810500835,0.00552298089653868,0.000992867034201657,0.00167475710596185,0.00424744810577516,0.00282401595155454,0.00359859327717347,0.000603152049412072,0.00262123197903014,0.00137466535686375,0.000427503890285402,0.00219557764239862,0.0011849155103723,0.00205900199764101,0.000969257675045829,0.00160238458204063,0.00147036833972985,0.00193387218117633,0.00345815630866515,0.00278297233224861,0.0010002857959417,0.0029401677646151,0.00193228936033171,0.0015179977609533,0.00233106407777277,0.00171217059685145,0.0581641489464062,0.00169433264675871,0.000774386498971935,0.00203175831751061,0.00198137156908707,0.00178150904950925,0.0462774056786855,0.00135890446416294,0.0012890414061003,0.00136178912641764,0.0401475830154462,0.000682248243961674,0.00322672007444721,0.0021458283435085,0.00177530241058219,0.00164522218584139,0.0019262520638415,0.00116167483206223,0.020786585614622,0.00250291710089161,0.00101322773455292,0.00422865343219325,0.000908894178749188,0.000873749525136128
"31","CD4- CD8- T Cell CD38lo CD57hi",0.00980057184988042,0.00859121549429842,0.00214049195837275,0.00936226456658222,0.00783808120497708,0.00920047755310883,0.00566350286532951,0.0047606407282823,0.00805374671310764,0.00355733538440959,0.00115361125562668,0.00348449524955504,0.00573023366289599,0.00693132058077898,0.00244855431101849,0.00492599887075477,0,0.00282934446939921,0.00800363483852929,0.010156118851771,0.0206386731209426,0.0159850188712028,0.0268716263787843,0.023093821365637,0.0174244281430915,0.0230760192691811,0.00729298089054374,0.00790467440269722,0.00779367337102822,0.00426430117295001,0.0134248738899902,0.0142265996374953,0.00974850495617269,0.0125898216387149,0.00697019640159319,0.0108128419914882,0,0.00933610743332703,0.013377576881875,0.00641327073190141,0.0167157635130506,0.0113580976294218,0.00711540034350209,0.0016586681358832,0.0154206519617412,0.00590980563236176,0.00630995742061253,0.00564685826918467,0.00235265833218849,0.0050281919644379,0.00240207336859184,0.00210404297702599,0.00752629217963415,0.00849746329983217,0.00543424562790238,0.00372167331733247,0.00906608237274142,0.00283656525529087,0.00547481985427318,0.00502204259248718,0.0252178750231782,0.00614929863686148,0,0.0176199768856217,0.0159416806857326,0.0110295451522005,0.0117290120562922,0.0210329412157686,0,0.0199346431662474,0.00738585886738551,0.00290586498629275,0,0.00403341729134575,0.00731322449475026,0.00915032040785402,0.0325124010094857,0.00907499706932166,0.0137073472757292,0.00466834544313205,0,0.00477424756611353,0.0197718843247163,0.0137000717531691,0.00513597345451922,0.0072622514879068
"32","CD4- CD8- T Cell CD38lo CD57lo CCR4hi",0.0075707169702746,0.00307904501039299,0.00690633869441817,0.00925212027756361,0.0115217747216765,0.0110860543121909,0.00373835959885387,0.00812442069442692,0.00264328097250712,0.00380396615724175,0.00350607342396345,0.00334841013189513,0.00688815652741902,0.00627448720903434,0.00531388382391248,0.00462368125052794,0.00237198173917826,0.00631667602470522,0.00328533482454914,0.00376307985003637,0.00495328154902623,0.0020126065426605,0.00165584500247725,0.00168314249816277,0.00198004865262404,0.00947009752085536,0.00724682278364157,0.00701828234217971,0.00443169662274154,0.00137868383787106,0.00346500346500346,0.0039841318696351,0.00819202097157369,0.00887533118133945,0.00288421920065925,0.0039181247044518,0.00336565222456667,0.0042443729903537,0.00235152718626708,0.00248138957816377,0.00311707885181887,0.00274721217044531,0.00155393800605218,0.00268518652767105,0.00421070243439949,0.00417421215668674,0.00259922365293524,0.00238583567033611,0.0048942162384943,0.00273397285117234,0.00179101961693251,0.00302456177947487,0.00169466181528186,0.00332278786242019,0.00197608931923723,0.00512420302445776,0.000809755168143279,0.00398691035882193,0.00225433758705366,0.00536991707937231,0.00166882996476915,0.00351671263245405,0.00293466756470701,0.00436304189548728,0.00444604662340783,0.00500683299672258,0.00559029835563851,0.00813926946994539,0.00533434181586569,0.00506758123094096,0.00357099308446705,0.00188005532938498,0.00321609476759248,0.00291779123203735,0.00302441787542231,0.00448228836218063,0,0.0054611675014047,0.00543478260869565,0.00351388598269754,0.00340663375627269,0.00268996784508636,0.00648837576805451,0.00521884716574982,0.00245257159345019,0.00170950994048373
"33","CD4- CD8- T Cell CD38lo CD57lo CCR4lo",0.0382132388642126,0.0454620510130738,0.0371925260170293,0.0415997588419777,0.0405410936476752,0.0654408838522617,0.0280936604584527,0.0312835888442609,0.0258201742913391,0.0390261846637461,0.0372435476939085,0.0353355751565874,0.0258008966479618,0.0388107858953676,0.0400416775201876,0.0339707196493116,0.0279550079753589,0.049783302919708,0.0401929260450161,0.0648536735493257,0.0942624488723779,0.094959313493634,0.0519570262588333,0.0770452551975915,0.0419770314356296,0.0648102455645635,0.0665599901529372,0.0778770303032756,0.0590461860372168,0.0431506666310418,0.050186143209399,0.0716516762992602,0.0702465798312444,0.0793651837193555,0.0310854736071053,0.0344693643180436,0.00871186133512835,0.0296841308870815,0.0293679617484911,0.0308545963582172,0.0549085428512708,0.0593781847721734,0.0514026335159892,0.0282930507024692,0.0549064443267059,0.049506783879381,0.0193060756852887,0.0419823364446863,0.0291935705454046,0.0364961513025574,0.0250532038180324,0.0249903808220379,0.0231271494791407,0.0288007098902371,0.0313210157099101,0.0524494573940188,0.025499349020355,0.0373147658583289,0.0233887524656817,0.039132717279242,0.043071706709756,0.0802641823148283,0.0213124218223804,0.036325301041771,0.0287724638842159,0.0679026529764856,0.0607591129824065,0.0719228606581562,0.0263830973019775,0.0574096692523599,0.0434093403243507,0.0422547796653787,0.00898719815610567,0.0378540503662257,0.0426149582245959,0.0533133251540939,0.0335915063963102,0.0697541868277125,0.0624484039625757,0.0569833974298846,0.0206029945738648,0.0343728010403584,0.0614722477853073,0.0442190863429801,0.0768087715501695,0.0437001392934026
"34","CD8+ T Cell (Central Memory)",0.00607815281699006,0.00603667657400392,0.00507332071901608,0.0124115222520449,0.00699901768172888,0.0157620951695124,0.0070961676217765,0.0124847150360529,0.00559632143397993,0.0139032872955891,0.0126444841548101,0.0158252667089247,0.0191205724295597,0.00890758239225628,0.00661630632977338,0.0116081074472389,0.011447390132556,0.0130149845592364,0.0247798126660143,0.0160175703653965,0.0143344966040002,0.0207390175391179,0.01886620250854,0.0420192968731479,0.00484640479737502,0.0193005130615282,0.0306489829830446,0.0310439593797684,0.00552492682410749,0.00640713923103642,0.00744572837596093,0.0110575333720917,0.0104243466863275,0.0120047072126858,0.0133681270887699,0.01398365196244,0.00583811212799834,0.0137242292415358,0.00768165547513913,0.0116690419521229,0.00811810646023155,0.00880880289491175,0.00678825550012268,0.00899218512128286,0.0133292434678341,0.0128835645888715,0.00509584637220199,0.0104603863760031,0.0289359802170628,0.01259604698888,0.0146231484017784,0.0159994934711352,0.01338284404127,0.038754605605818,0.00632348582155913,0.00937596630983759,0.012733796957861,0.0496756169708055,0.00990298297170001,0.0183614479168643,0.0076819157108421,0.0179398529974532,0.0232367939959588,0.0164182457431922,0.00452615557157734,0.04977807877901,0.00738591634012366,0.0113793890537403,0.00607079945462326,0.00864683852494156,0.00557423310746076,0.0150082743879991,0.0191268302705986,0.0115038210192531,0.00681758410713924,0.00847577755727504,0.00431642154729788,0.00983090996551905,0.00569276279581728,0.00651187289401341,0.0123209987352617,0.0189811969466193,0.00735287282597581,0.0387610619469027,0.0123926999927866,0.012821324553628
"35","CD8+ T Cell (Effector Memory)",0.00320092071427287,0.00292363579851196,0.000792336802270577,0.00109564582234306,0.0022920759659463,0.00274782542780799,0.00258551217765043,0.00238902354645976,0.00130787339785509,0.00171805504464435,0.00196792508312787,0.00122476605893918,0.00659125322882337,0.0018437427978797,0.000937744204219849,0.000875831929186543,0.00217259776689951,0.0020529197080292,0.0073745281699986,0.00181858877511051,0.00855566813013621,0.00322885797851289,0.00674072335654124,0.00501781918466365,0.00810877067265081,0.00331335918223476,0.00506200572360526,0.00382484245291801,0.00121078183592143,0.000561092259598685,0.00135376879562926,0.00111145309667932,0.0014336036700254,0.00149237050234374,0.00225472691480108,0.00208994798351685,0.00172166056102834,0.0022394552676376,0.00360567501894286,0.00126601509089988,0.00250051380420634,0.00128794032937006,0.00167661732231946,0.000788737295385017,0.00384819162878893,0.00201805895996209,0.0020178183621471,0.000818109520131202,0.00530636076384119,0.0017658328390365,0.00181209043595525,0.00109098524734681,0.00877236704381199,0.0246050271031463,0.00286532951289398,0.00116325298543725,0.00222285732431488,0.00266508523985767,0.00161024113360976,0.00175834740643758,0.00426478768774337,0.00233897678837703,0.0127970749542962,0.00147509791131549,0.00157547598066704,0.00450695595035092,0.00136219295374736,0.000512183851733909,0.00230889421880754,0.00225270769803202,0.00104516870764889,0.00125456163614853,0.00216193037154828,0.000523486073983171,0.000778863466245878,0.000532791092123979,0.00254111913671569,0.00098228253356132,0.00259700055035773,0.000782867821607152,0.00132593529435764,0.000997603969038648,0.00165462877752679,0.00318105716335805,0.0016735194402366,0.00152589590983918
"36","CD8+ T Cell (EMRA)",0.00992645075437429,0.00769761252598248,0.00124172185430464,0.00180868516704251,0.0150008185985593,0.0113703121150676,0.00314514684813754,0.00674061470576716,0.0158459187466443,0.00864879777948701,0.00513470107896582,0.00661445295573294,0.00863988598913334,0.0100195897672275,0.00334462099505079,0.00269862934526006,0.020577801001045,0.0137870227400337,0.00363483852928841,0.0058474623692015,0.0129085519156441,0.0222689846231068,0.0100002607629925,0.0105453223652498,0.0395444002338343,0.0345905299024791,0.00213865895313414,0.00327034148355318,0.00512525126661886,0.00282149250541053,0.00768747280375187,0.00438311503254563,0.00453633161300893,0.00377365933191766,0.0124753925742801,0.0181846585151658,0.00692547669285835,0.016504634007944,0.0284012227941369,0.010468136208755,0.0142495033226005,0.0129325751421608,0.00642021755132085,0.00418146757332792,0.0344664119795879,0.0209777699663866,0.00796867251491989,0.00246193888151111,0.0281803819205935,0.0320645244864426,0.0333551065129902,0.0200468539199977,0.0928824203758162,0.0551515268427246,0.017093172611402,0.00578681548451696,0.0112254294877902,0.00232212520899127,0.00837325389477074,0.0174822742136455,0.0314693650499325,0.0112165318483525,0.0239103242567112,0.0124503676918372,0.0128040802157601,0.0054139909135253,0.0180357885239666,0.00806689566480907,0.0157044615399926,0.0220336652403562,0.00926716254115352,0.00387448664839034,0.00708434208528011,0.00357858512870463,0.0028221156763974,0.00326029044446508,0.0491863197284832,0.0263680204379444,0.0137073472757292,0.00663814189749843,0.00744563665293134,0.00632409658944143,0.0196975189864004,0.00714183209758431,0.00754526437279088,0.00654678992022287
"37","CD8+ T Cell (Naive) CCR7hi CD57hi",0,0,0,0,0,0,0,0,0,0.0224475805103167,0.00775860118980298,0,0,0,0,0,0.007363456355536,0.0182613349241999,0.00244652593317489,0,0,0,0,0,0.00607214920138038,0,0,0,0,0.00857135223234563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38","CD8+ T Cell (Naive) CCR7hi CD57lo CXCR3hi",0.00420795195022388,0.0240155797734911,0.00604304635761589,0.0209621973205952,0.0141003601833661,0.0584434042714473,0.00324588108882521,0.0320277109325025,0.00642923028208764,0.0721206902317493,0.0315885905584836,0.0890784530703309,0.00383005255188385,0.05329569025121,0.0169314925761917,0.0547461643451934,0.0154969473626313,0.0376675673778776,0.00618621557388508,0.0558586536847406,0.00630417651694247,0.0684720600017375,0.0140812015958695,0.06642091205778,0.00822191630994362,0.0392824971605373,0.00120011077945657,0.0267698497180949,0.00666517767929563,0.0399230502043979,0.0187432513013908,0.0311890838206628,0.0298087163103138,0.0554741070430684,0.0183697294327702,0.037766837803148,0.021164774566025,0.0749914885568375,0.00373631541817992,0.04335559108436,0.00757004864013153,0.0540728158924747,0.0177067146479104,0.104356903626162,0.0023702629597613,0.0474259548117995,0.00689136271140067,0.0376406482471528,0.0208132985300179,0.0451310057065718,0.0137592448218462,0.0639931034146864,0.00608084533718786,0.0330831999074056,0.00444620096828377,0.0508334192275411,0.00976469467466895,0.08407522256677,0.00269715389879634,0.0567541412876416,0.00593361765251252,0.0747350919095816,0.00156355239103243,0.0382902938557435,0.00284386766001762,0.0326693837402897,0.0200702325457971,0.0520590347561281,0.01732665877131,0.0699552693947213,0.0141794554671033,0.0446137844512991,0.0130341174053262,0.108794995129863,0.0188444498391698,0.050297434293172,0.00412496736576451,0.0866834018505718,0.0208276004402862,0.054461625045998,0.00395740687854433,0.0330901673658802,0.0174200805004787,0.0801530734274097,0.0457188198802568,0.0786121311890591
"39","CD8+ T Cell (Naive) CCR7hi CD57lo CXCR3lo",0.0196371091010448,0.0245449424014608,0.0232024597918638,0.0120405099100875,0.0265430582842174,0.0398055676628323,0.0104092048710602,0.0147605972123707,0.0196525186888225,0.014948332943183,0.0666267049695763,0.05746373152555,0.0161218491137437,0.0334985019589767,0.0506590257879656,0.0607480582761671,0.0732564215389693,0.0407513335204941,0.0371522438137844,0.0623775949862906,0.0150474689481782,0.0545961755649295,0.0149677957704243,0.028949260760654,0.0268720888570405,0.0794187913680335,0.0114933686186417,0.0141215611833132,0.037722319528853,0.0336548481043097,0.0256571419362117,0.0289718773867743,0.0608257557139346,0.0352317776302208,0.0391086389232248,0.0411994190366818,0.0444007197317834,0.0243086816720257,0.0251090847333629,0.0376874606631025,0.0208947043913133,0.0310228195849642,0.0446552711212889,0.0342839744240333,0.0300883968656758,0.0319813698320586,0.0248123257921647,0.0230364420226711,0.0349979392773733,0.0193457555241933,0.0526138350997703,0.0464740233490325,0.0250959477645417,0.0249184976562048,0.00780555281098706,0.0194587192437383,0.0456320853577213,0.0363251832692665,0.0272533311863452,0.0871267464880489,0.0232311726841673,0.0641123764532007,0.0279755604733956,0.0414894970322113,0.00636866137947609,0.0100983225900081,0.0242275746773637,0.0183495432099453,0.0209094256625631,0.014640577857946,0.029735049732611,0.0275753362475382,0.0306958378373549,0.0368585686517659,0.0253686957577229,0.0281352800574828,0.0132451483769907,0.0494900619686882,0.053470693450743,0.0558758378850303,0.00681326751254539,0.020655746466077,0.0427414781970124,0.0279119827792394,0.0675611339536897,0.0148094212992276
"40","CD8+ T Cell (Naive) CCR7lo",0.0135409735834128,0.00930512656137693,0.00385525070955535,0.00505504315917009,0.00986411263916175,0.0166053933180466,0.00811470272206304,0.0149955831349733,0.00680094166884646,0.0213816339497709,0.0134135583252279,0.0172899723174221,0.00656156289896381,0.0174176077437198,0.0110653816097942,0.0187748133855572,0.0169820141906386,0.0136291058394161,0.00293583111980987,0.00422472161602596,0.00195129273143458,0.010564977750321,0.010169756708128,0.0117424870998586,0.00214976710856324,0.0276426585203462,0.00678524171461981,0.0118428455208869,0.00627725728526255,0.00992331739118818,0.0204515785911135,0.0287780855647892,0.0248730236749406,0.0221488820369871,0.0271597308062079,0.0269244409916909,0.00790928272773168,0.0171742008700586,0.0183680401327306,0.0286119410543374,0.0280879632801261,0.0209822022007237,0.00797415555737303,0.00843832915283235,0.0175120604556482,0.0262347664795071,0.0131842199764018,0.0208751108253013,0.0123643357604066,0.0260920551158018,0.0141385195642555,0.0150351404399982,0.0352140756616658,0.0230135612183877,0.0107696867898429,0.0125381002164534,0.0251182877647582,0.00900270081024307,0.0190813574332756,0.0220046425431523,0.00855606474000689,0.0135192198572201,0.0171269123448475,0.0236232193944249,0.0101471334348047,0.014625434872874,0.018150778838244,0.0290887024490182,0.00938485882903235,0.01189445841995,0.0135697737209748,0.0329724532577499,0.00946961237124454,0.00556096681870647,0.0202201047925391,0.0126550104358622,0.0090505613088504,0.03089137087027,0.0119530820033021,0.00838786951721949,0.029170576475868,0.0458185251494179,0.00828243955492345,0.00612293709638842,0.0160427035995095,0.011453716601241
"41","CM- HLADR+_unassigned",0.0241327842615404,0.0159537269071624,0.018058183538316,0.0117796418571487,0.00223068107400131,0.00756599518656787,0.00967048710601719,0.00616185308157928,0.00999490617729256,0.0106218439621443,0.0189893460607569,0.0049420384834388,0.00466138178795166,0.00500115233924868,0.00271945819223756,0.00237852833560813,0.0132418458830647,0.00607980067377878,0.014853907451419,0.00327345979519893,0.0316334571653721,0.00214774559108855,0.0413830869123054,0.00310551644027215,0.00218748232099417,0.00227940312536717,0.0183709265470659,0.00721256005407396,0.0193137335574651,0.00205199454938948,0.010814034069848,0.0271479543563262,0.00905218317358892,0.00447711150703123,0.0119145721741519,0.016863135850841,0.00355982446829167,0.00364668053716664,0.0339403757217882,0.00631198952462942,0.00671370829622525,0.00404401447455875,0.00768790381941605,0.00133099418596222,0.0254872981790803,0.00314792089711038,0.00422373843601977,0.00208903314675363,0.0185636763291661,0.0192025798885957,0.015929539181188,0.0063510926899118,0.0192393959029058,0.0117913154188931,0.0124493627111945,0.00286395829958918,0.000762122511193674,0.00412623787136141,0.0105470794251439,0.00354199477555771,0.0284495774946359,0.00200577981288186,0.00204464543442702,0.000941897381904203,0.0208683809981575,0.00313229407282886,0.029985935800023,0.00205986983849507,0.0526865775619271,0.0137022866803096,0.0318776455832912,0.00390308064579543,0.00526188838364437,0.00798101719351392,0.0129675709574963,0.00499552748762116,0.00997302236532939,0.00523479786404078,0.0135353604843148,0.00843116174698578,0.00193790543021501,0.00892499265157791,0.000585627039237012,0.00474049270509447,0.00532352304695953,0.010877548436115
"42","CM-_unassigned",0.00877555791328742,0.0303776443848709,0.0317762535477767,0.0643242647868708,0.0183775376555337,0.00921469044325267,0.0761774713467049,0.0198650136422383,0.00800556190371298,0.0141791793465539,0.00896876201678391,0.00836207236147072,0.013776313054838,0.014248674809864,0.00902318312060432,0.0121104881984982,0.00625653154391948,0.0181692167321729,0.0146442052285754,0.0401768227855184,0.0127959773349844,0.0104491442802398,0.0129859970273019,0.00841176145208575,0.0401478436327293,0.024008146320448,0.0608671569683355,0.0185170944149205,0.0139181135313687,0.0128784032917413,0.0162452255475511,0.0125394708343308,0.0204390923240763,0.0128133484980967,0.0127500801172,0.0144945281361886,0.0135661674282534,0.0153470777378476,0.0377028192198155,0.00898508995941517,0.0154141261903131,0.0150062772321099,0.00805594176821788,0.00613301242551217,0.0116561166727085,0.011100893532482,0.0255989329502898,0.0137442399382042,0.0198688006594312,0.0535408698260757,0.0112728881771634,0.0103643598497947,0.0278622339630165,0.0521132737900037,0.0255903566841221,0.0266996009600518,0.0297545330411864,0.0252897297760757,0.011392456020289,0.0131370056229167,0.0242377685359328,0.0116157084229556,0.014408736649668,0.0183588791421155,0.0241528478731074,0.00870753564647405,0.0239002945521127,0.0318890119862156,0.0264229058229914,0.0319585210589748,0.024091138711307,0.00978986986156931,0.0424435173356442,0.0207678081809717,0.0278974732455342,0.0435324538206987,0.0182055521712645,0.0120137600400998,0.0145328838745184,0.0194923264522739,0.0684590591979111,0.0484817714596193,0.0455859523875921,0.0332312843817269,0.0472913510784102,0.0736482208433582
"43","Dendritic Cell (Type 1, CD141+)",0.00318293801363089,0.00546846164306389,0.00105250709555345,0.00292172219291482,0.00157580222658808,0.00126494722280127,0.000570827363896848,0.000744122088241565,0.0017897214918017,0.000790054509580979,0.00855029518876247,0.000630288966003789,0.00195956177073127,0.000610739801797649,0.00100026048450117,0.00131597081745795,0.00284637808701392,0.000684306569343066,0.00580176149867189,0.000699457221196352,0,0.000265451702269371,0.00726224934157344,0.000474124647369794,0.00056572818646401,0.000446481024556456,0.00136935717143121,0.000554500969364833,0.00159870222995451,0.000325967884147808,0.00119260584376863,0.00899992020336742,0.00219136560989596,0.000545668509667537,0.00335347708648079,0.00190417482942647,0.00238184618969334,0.000627955362209192,0.00687168499986936,0.000245968646231977,0.00352812221689388,0.000360386972897127,0.00327144843379406,0.000246480404807818,0.0043222442207412,0.000398590183382869,0.00056430513517673,0.000399541858668727,0.00439620827036681,0.00166015558419068,0.00412988052845614,0.000891295983323511,0.00306534416587749,0.000911475915816277,0.00365576524058887,0.000500640525378057,0,0.000460852541476729,0.00161024113360976,0.000575574151028127,0.0052184048104686,0.000630105171480978,0.00117867795631675,0.000243594150492466,0,0.000411189183305719,0.00658098414018204,6.12393735768805e-05,0.00853892775748649,0.00102726706517079,0.00442454752904698,0.000822077425396474,0.000491347811715519,0.000463413901558873,0.000819323906050859,0.000664766867237258,0.000591767470194065,0.000291046676610761,0.00292377545404513,0.00126269003485024,0.000305985067928685,0.00056115223258424,0.000213800347657957,0.000607510165032289,0.000274110942797374,0.0006268203115107
